erc_seq,erc_datetime,erc_addr,erc_amount,erc_idatetime,erc_iaddr,erc_memcode,erc_memid,erc_check,erc_hoocode,erc_idate,erc_odate,bit_sale_number,new_sale_number,erc_txid,erc_exchange,s_amount
93,2019-12-02 17:48:22.490,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,694444.4444,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120019,LSGN97983,1,0019120018,20191202174822,20191202234822,2019120200006,2019120200037,trans20191202175344,0.00144,1000
94,2019-12-02 17:51:09.317,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,694444.4444,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019110018,LJTS73595,1,,20191202175109,20191202235109,2019120200007,2019120200038,trans20191202175959,0.00144,1000
95,2019-12-02 23:23:48.033,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1481481.4815,NULL,0x98583dDCE5E25286CcA072eED9AfCe9d7B532735,0019042203,PSH5100,1,,20191202232348,20191203052348,2019120200008,2019120200044,0xba2d265e987ae343dbf17053643d02aa5e583bdb2553f1bcc4b0e95a9cd7d701,0.00135,2000
96,2019-12-03 13:56:36.483,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,740740.7407,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120021,LISI65406,1,0019110032,20191203135636,20191203195636,2019120300001,2019120300003,trans20191203152816,0.00135,1000
97,2019-12-03 15:13:02.813,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,2362204.7244,NULL,0xdD8872637Be1d4D206fAe3801C4DCf6281c367AD,0019030044,SS5677,1,,20191203151302,20191203211302,2019120300002,2019120300004,trans20191203152820,0.00127,3000
98,2019-12-03 19:01:48.227,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,370370.3704,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019080073,LGTS79982,1,,20191203190148,20191204010148,2019120300003,2019120300013,trans20191203191332,0.00135,500
99,2019-12-03 21:00:01.727,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,74626.8657,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100108,LGJO24902,1,,20191203210001,20191204030001,2019120300004,2019120300015,trans20191203211955,0.00134,100
100,2019-12-04 15:44:32.113,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,854700.8547,NULL,0x0dc30FF9C7ecb1F606aF40aDC19Ddf59b324BFBC,0019020086,LJH8336,1,,20191204154432,20191204214432,2019120400001,2019120400005,trans20191204154636,0.00117,1000
101,2019-12-04 17:44:26.803,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,793650.7937,NULL,0x220B1FfA61C52508BB4D08e1b1789e84AA524443,0019120023,LYM8658,1,0019100006,20191204174426,20191204234426,2019120400002,2019120400008,trans20191204182138,0.00126,1000
102,2019-12-04 18:25:34.353,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,793650.7937,NULL,0x220B1FfA61C52508BB4D08e1b1789e84AA524443,0019120023,LYM8658,1,,20191204182534,20191205002534,2019120400003,2019120400009,trans20191204184240,0.00126,1000
103,2019-12-05 13:19:56.150,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,854700.8547,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0019090302,NHK05551,1,,20191205131955,20191205191955,2019120500001,2019120500008,trans20191205141806,0.00117,1000
104,2019-12-05 13:44:57.050,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0019120024,JYH86621,2,0019090291,20191205134457,20191205194457,2019120500002,NULL,NULL,0.00109,1000
105,2019-12-05 13:55:01.633,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0x132385B2c1d9c36d37176ece23969fd5A8c426f3,0019063653,JSI002,1,,20191205135501,20191205195501,2019120500003,2019120500009,trans20191205141812,0.00109,1000
106,2019-12-05 14:10:55.287,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0xD7522248187aeb59A294e66c62B7b038b38EC830,0019060395,HMD8692,1,,20191205141055,20191205201055,2019120500004,2019120500010,trans20191205141824,0.00109,1000
107,2019-12-05 14:28:32.160,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0019120024,JYH86621,1,0019090291,20191205142832,20191205202832,2019120500005,2019120500011,trans20191205143118,0.00109,1000
108,2019-12-05 16:18:54.050,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0x5D1688E5127480Ec9B4A63aEf9c5f06890bca48E,0019020009,KTOP108,1,,20191205161854,20191205221854,2019120500006,2019120500017,0xf9173318375a668f0d0b24f51bb44f907c303b3d3a54d50c95cabd0d83460d6c,0.00109,1000
109,2019-12-05 16:35:02.133,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,91743.1193,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019080675,LGCH95532,1,,20191205163502,20191205223502,2019120500007,2019120500012,trans20191205163904,0.00109,100
110,2019-12-05 17:35:57.517,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1779661.0169,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120025,LYJH92762,2,,20191205173557,20191205233557,2019120500008,NULL,NULL,0.00118,2100
111,2019-12-05 17:37:00.277,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,762711.8644,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120025,LYJH92762,1,,20191205173700,20191205233700,2019120500009,2019120500015,trans20191205174648,0.00118,900
112,2019-12-05 17:37:58.100,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,84745.7627,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120026,LGSH75342,1,,20191205173758,20191205233758,2019120500010,2019120500016,trans20191205175654,0.00118,100
113,2019-12-06 18:43:03.723,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0x220B1FfA61C52508BB4D08e1b1789e84AA524443,0019120028,JJR6895,1,0019072056,20191206184303,20191207004303,2019120600005,2019120600008,trans20191206195340,0.00109,1000
114,2019-12-06 19:44:16.373,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,458715.5963,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019080174,LYYS86202,1,,20191206194416,20191207014416,2019120600006,2019120600007,trans20191206195334,0.00109,500
115,2019-12-06 21:22:04.873,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,183486.2385,NULL,0xe1B3050161798B5482563DA0c1b9A97bb8c19Ae1/new,0019042209,IJG9789,0,,20191206212204,20191207032204,2019120600007,NULL,NULL,0.00109,200
116,2019-12-07 13:31:59.630,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,458715.5963,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019080174,LYYS86202,1,,20191207133159,20191207193159,2019120700001,2019120700002,trans20191207141335,0.00109,500
117,2019-12-07 17:57:48.323,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,847457.6271,NULL,0x220B1FfA61C52508BB4D08e1b1789e84AA524443,0019120028,JJR6895,1,,20191207175748,20191207235748,2019120700002,2019120700003,trans20191207195049,0.00118,1000
118,2019-12-09 12:22:14.833,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019072128,LGSH12442,1,,20191209122214,20191209182214,2019120900001,2019120900001,trans20191209123708,0.00109,1000
119,2019-12-09 12:44:42.643,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019072134,LGSH12443,1,,20191209124442,20191209184442,2019120900002,2019120900002,trans20191209124908,0.00109,1000
120,2019-12-09 16:27:12.457,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,847457.6271,NULL,0x220B1FfA61C52508BB4D08e1b1789e84AA524443,0019030039,AHA001,1,,20191209162712,20191209222712,2019120900003,2019120900004,trans20191209163943,0.00118,1000
121,2019-12-09 17:38:40.797,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,84745.7627,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120031,LGGJ61521,1,0019110071,20191209173840,20191209233840,2019120900004,2019120900007,trans20191209174323,0.00118,100
122,2019-12-09 23:03:45.947,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,847457.6271,NULL,0x154125C2A38C13fe6C20331828BCa5C303A8B0Fc,0019051552,JOY3657,0,,20191209230345,20191210050345,2019120900005,NULL,NULL,0.00118,1000
123,2019-12-10 16:46:54.350,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,733944.9541,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120033,LGSH12445,1,0019120032,20191210164654,20191210224654,2019121000001,2019121000011,trans20191210165111,0.00109,800
124,2019-12-10 22:37:40.607,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0x98583dDCE5E25286CcA072eED9AfCe9d7B532735,0019061140,YJY3108,2,,20191210223740,20191211043740,2019121000002,NULL,NULL,0.00109,1000
125,2019-12-10 23:02:28.730,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,917431.1927,NULL,0x154125C2A38C13fe6C20331828BCa5C303A8B0Fc,0019120034,YSY5402,2,0019090047,20191210230228,20191211050228,2019121000003,NULL,NULL,0.00109,1000
